ekaw#Paper	ekaw#Paper -> ekaw#Document	 	ekaw#presentationOfPaper -> ekaw#Individual_Presentation, ekaw#coversTopic -> ekaw#Research_Topic, ekaw#paperPresentedAs -> ekaw#Individual_Presentation, ekaw#hasReview -> ekaw#Review, ekaw#reviewOfPaper -> ekaw#Review, ekaw#hasReviewer -> ekaw#Possible_Reviewer, ekaw#reviewerOfPaper -> ekaw#Possible_Reviewer, ekaw#topicCoveredBy -> ekaw#Research_Topic	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	sigkdd#submit -> sigkdd#Author	 	1.8424444880616893
iasted#Speaker	iasted#Speaker -> iasted#Delegate -> iasted#Person	iasted#Author, iasted#Reviewer	iasted#give -> iasted#Lecture, iasted#is_prepared_by -> iasted#Transparency, iasted#is_used_by -> iasted#Audiovisual_equipment, iasted#write -> iasted#Final_manuscript, iasted#is_writen_by -> iasted#Submission	 	sigkdd#Speaker	sigkdd#Speaker -> sigkdd#Person	sigkdd#Author, sigkdd#Invited_Speaker	sigkdd#presentationed_by -> sigkdd#Document, sigkdd#presentation -> sigkdd#Document	 	1.8304528368491062
ekaw#Review	ekaw#Review -> ekaw#Document	 	ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer, ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper	 	iasted#Review	iasted#Review -> iasted#Document -> iasted#Item	 	iasted#is_writen_by -> iasted#Reviewer	 	1.8288638894674845
iasted#Registration_fee	iasted#Registration_fee -> iasted#Fee -> iasted#Money	iasted#Student_registration_fee, iasted#Memeber_registration_fee, iasted#Nonauthor_registration_fee, iasted#Nonmember_registration_fee, iasted#Author_attendee_cd_registration_fee	iasted#is_paid_for -> iasted#Conference_activity, iasted#is_paid_by -> iasted#Delegate, iasted#pay -> iasted#Delegate	 	sigkdd#Registration_fee	sigkdd#Registration_fee -> sigkdd#Fee	sigkdd#Registration_Student, sigkdd#Registration_Non-Member, sigkdd#Registration_SIGMOD_Member, sigkdd#Registration_SIGKDD_Member	sigkdd#payed_by -> sigkdd#Person, sigkdd#pay -> sigkdd#Person	sigkdd#Currency -> sigkdd#string, sigkdd#Price -> sigkdd#int	1.8233342518050992
conference#Person	 	conference#Committee_member, conference#Conference_participant, conference#Conference_applicant, conference#Conference_contributor, conference#Track-workshop_chair, conference#Reviewer	conference#has_authors -> conference#Conference_document, conference#contributes -> conference#Conference_document	conference#has_the_first_name -> conference#string, conference#has_an_email -> conference#string, conference#has_the_last_name -> conference#string	edas#Person	 	edas#TPCMember, edas#Attendee, edas#ConferenceChair, edas#SessionChair	edas#attendeeAt -> edas#ConferenceEvent, edas#isMemberOf -> edas#Conference, edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document, edas#hasMember -> edas#Conference, edas#hasAttendee -> edas#ConferenceEvent	edas#hasEmail -> edas#string, edas#hasLastName -> edas#string, edas#hasFirstName -> edas#string, edas#hasBiography -> edas#string	1.813712861249012
cmt#Reviewer	cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	 	cmt#readByReviewer -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper, cmt#readPaper -> cmt#Paper, cmt#assignReviewer -> cmt#Administrator, cmt#writtenBy -> cmt#Review, cmt#assignedByAdministrator -> cmt#Administrator, cmt#adjustedBy -> cmt#Bid, cmt#assignedTo -> cmt#Paper, cmt#adjustBid -> cmt#Bid, cmt#assignedByReviewer -> cmt#ExternalReviewer, cmt#writeReview -> cmt#Review, cmt#hasBeenAssigned -> cmt#Paper, cmt#assignExternalReviewer -> cmt#ExternalReviewer	 	conference#Reviewer	conference#Reviewer -> conference#Person	 	conference#belongs_to_reviewers -> conference#Review_preference, conference#has_a_review_reference_or_expertise -> conference#Review_preference, conference#belongs_to_reviewers -> conference#Review_expertise, conference#belongs_to_reviewers -> conference#Review_preference, conference#belongs_to_reviewers -> conference#Review_expertise, conference#has_a_review_reference_or_expertise -> conference#Review_expertise	 	1.812895177411023
cmt#Person	 	cmt#ConferenceMember, cmt#ProgramCommitteeMember, cmt#ExternalReviewer, cmt#User, cmt#Chairman	cmt#hasConflictOfInterest -> cmt#Document	cmt#email -> cmt#string, cmt#name -> cmt#string	conference#Person	 	conference#Conference_participant, conference#Conference_contributor, conference#Committee_member, conference#Conference_applicant, conference#Reviewer, conference#Track-workshop_chair	conference#has_authors -> conference#Conference_document, conference#contributes -> conference#Conference_document	conference#has_the_first_name -> conference#string, conference#has_an_email -> conference#string, conference#has_the_last_name -> conference#string	1.793361589716322
cmt#Review	cmt#Review -> cmt#Document	 	cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer, cmt#endReview -> cmt#ProgramCommitteeChair	 	conference#Review	conference#Review -> conference#Conference_document	 	conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	 	1.7489130696853525
confOf#Author	confOf#Author -> confOf#Person	 	confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution, confOf#writes -> confOf#Contribution	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	 	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper, sigkdd#notification_until -> sigkdd#Deadline_Author_notification, sigkdd#notification_until -> sigkdd#Deadline_Author_notification	 	1.747345139251049
confOf#Social_event	confOf#Social_event -> confOf#Event	confOf#Banquet, confOf#Trip, confOf#Reception	 	confOf#maxChoice -> confOf#positiveInteger, confOf#minChoice -> confOf#positiveInteger, confOf#has_short_title -> confOf#string, confOf#has_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#location -> confOf#string	ekaw#Social_Event	ekaw#Social_Event -> ekaw#Event	ekaw#Conference_Banquet, ekaw#Conference_Trip	 	 	1.7355688886449718
conference#Reviewer	conference#Reviewer -> conference#Person	 	conference#belongs_to_reviewers -> conference#Review_preference, conference#has_a_review_reference_or_expertise -> conference#Review_preference, conference#belongs_to_reviewers -> conference#Review_expertise, conference#belongs_to_reviewers -> conference#Review_preference, conference#belongs_to_reviewers -> conference#Review_expertise, conference#has_a_review_reference_or_expertise -> conference#Review_expertise	 	iasted#Reviewer	iasted#Reviewer -> iasted#Speaker -> iasted#Delegate -> iasted#Person	 	iasted#is_writen_by -> iasted#Review	 	1.723880908542267
conference#Review	conference#Review -> conference#Conference_document	 	conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	 	ekaw#Review	ekaw#Review -> ekaw#Document	 	ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer, ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper	 	1.7027864490582678
confOf#Person	 	confOf#Participant, confOf#Administrator, confOf#Assistant, confOf#Scholar, confOf#Volunteer, confOf#Author, confOf#Member_PC	confOf#hasCountry -> confOf#Country, confOf#hasCity -> confOf#City, confOf#hasCity -> confOf#City, confOf#employedBy -> confOf#Organization, confOf#employedBy -> confOf#Organization	confOf#hasHomePage -> confOf#string, confOf#hasSurname -> confOf#string, confOf#hasEmail -> confOf#string, confOf#hasPhone -> confOf#string, confOf#hasFax -> confOf#string, confOf#hasPostalCode -> confOf#string, confOf#hasFirstName -> confOf#string, confOf#hasStreet -> confOf#string	sigkdd#Person	 	sigkdd#Speaker, sigkdd#Listener, sigkdd#Organizator	sigkdd#can_stay_in -> sigkdd#Place, sigkdd#payed_by -> sigkdd#Registration_fee, sigkdd#can_stay_in -> sigkdd#Hotel, sigkdd#pay -> sigkdd#Registration_fee	sigkdd#E-mail -> sigkdd#string, sigkdd#Name -> sigkdd#string, sigkdd#Nation -> sigkdd#string	1.6947026539694119
edas#AcceptedPaper	edas#AcceptedPaper -> edas#Paper -> edas#Document	 	edas#relatedToPaper -> edas#PaperPresentation, edas#relatedToEvent -> edas#PaperPresentation	 	ekaw#Accepted_Paper	ekaw#Accepted_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	ekaw#updatedVersionOf -> ekaw#Camera_Ready_Paper, ekaw#hasReview -> ekaw#Positive_Review	 	1.6866787719666478
conference#Program_committee	conference#Program_committee -> conference#Committee	 	conference#has_a_program_committee -> conference#Conference_volume, conference#was_a_program_committee_of -> conference#Conference_volume	 	sigkdd#Program_Committee	sigkdd#Program_Committee -> sigkdd#Committee	 	 	 	1.6799854892288684
conference#Review	conference#Review -> conference#Conference_document	 	conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	 	iasted#Review	iasted#Review -> iasted#Document -> iasted#Item	 	iasted#is_writen_by -> iasted#Reviewer	 	1.6764489391032118
cmt#Author	cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	 	cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper	 	confOf#Author	confOf#Author -> confOf#Person	 	confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution, confOf#writes -> confOf#Contribution	 	1.6751681211526404
conference#Organizing_committee	conference#Organizing_committee -> conference#Committee	 	conference#was_an_organizing_committee_of -> conference#Conference_volume, conference#has_an_organizing_committee -> conference#Conference_volume	 	sigkdd#Organizing_Committee	sigkdd#Organizing_Committee -> sigkdd#Committee	 	 	 	1.6720534745839055
cmt#ProgramCommitteeMember	cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	cmt#ProgramCommitteeChair	cmt#addProgramCommitteeMember -> cmt#Administrator, cmt#hasProgramCommitteeMember -> cmt#ProgramCommittee, cmt#memberOfProgramCommittee -> cmt#ProgramCommittee, cmt#setMaxPapers -> cmt#Administrator, cmt#addedBy -> cmt#Administrator	cmt#maxPapers -> cmt#int	conference#Committee_member	conference#Committee_member -> conference#Person	conference#Co-chair, conference#Chair	conference#was_a_member_of -> conference#Committee, conference#has_members -> conference#Committee	 	1.6714564615280407
confOf#Person	 	confOf#Participant, confOf#Member_PC, confOf#Chair_PC, confOf#Assistant, confOf#Author, confOf#Administrator, confOf#Volunteer, confOf#Scholar	confOf#hasCountry -> confOf#Country, confOf#hasCity -> confOf#City, confOf#hasCity -> confOf#City, confOf#employedBy -> confOf#Organization, confOf#employedBy -> confOf#Organization	confOf#hasHomePage -> confOf#string, confOf#hasSurname -> confOf#string, confOf#hasEmail -> confOf#string, confOf#hasPhone -> confOf#string, confOf#hasFax -> confOf#string, confOf#hasPostalCode -> confOf#string, confOf#hasFirstName -> confOf#string, confOf#hasStreet -> confOf#string	edas#Person	 	edas#Attendee, edas#TPCMember, edas#ConferenceChair, edas#SessionChair	edas#attendeeAt -> edas#ConferenceEvent, edas#isMemberOf -> edas#Conference, edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document, edas#hasMember -> edas#Conference, edas#hasAttendee -> edas#ConferenceEvent	edas#hasEmail -> edas#string, edas#hasLastName -> edas#string, edas#hasFirstName -> edas#string, edas#hasBiography -> edas#string	1.662923486422188
cmt#Person	 	cmt#Chairman, cmt#User, cmt#ConferenceMember, cmt#ExternalReviewer, cmt#ProgramCommitteeMember	cmt#hasConflictOfInterest -> cmt#Document	cmt#email -> cmt#string, cmt#name -> cmt#string	sigkdd#Person	 	sigkdd#Speaker, sigkdd#Listener, sigkdd#Organizator	sigkdd#can_stay_in -> sigkdd#Place, sigkdd#payed_by -> sigkdd#Registration_fee, sigkdd#can_stay_in -> sigkdd#Hotel, sigkdd#pay -> sigkdd#Registration_fee	sigkdd#E-mail -> sigkdd#string, sigkdd#Name -> sigkdd#string, sigkdd#Nation -> sigkdd#string	1.6478966626833773
cmt#Person	 	cmt#ProgramCommitteeMember, cmt#ConferenceMember, cmt#User, cmt#Chairman	cmt#hasConflictOfInterest -> cmt#Document	cmt#email -> cmt#string, cmt#name -> cmt#string	confOf#Person	 	confOf#Member_PC, confOf#Chair_PC, confOf#Participant, confOf#Administrator, confOf#Author, confOf#Scholar, confOf#Assistant	confOf#hasCountry -> confOf#Country, confOf#hasCity -> confOf#City, confOf#hasCity -> confOf#City, confOf#employedBy -> confOf#Organization, confOf#employedBy -> confOf#Organization	confOf#hasHomePage -> confOf#string, confOf#hasSurname -> confOf#string, confOf#hasEmail -> confOf#string, confOf#hasPhone -> confOf#string, confOf#hasFax -> confOf#string, confOf#hasPostalCode -> confOf#string, confOf#hasFirstName -> confOf#string, confOf#hasStreet -> confOf#string	1.6437644947115362
edas#Person	 	edas#ConferenceChair, edas#Attendee, edas#SessionChair, edas#TPCMember	edas#attendeeAt -> edas#ConferenceEvent, edas#isMemberOf -> edas#Conference, edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document, edas#hasMember -> edas#Conference, edas#hasAttendee -> edas#ConferenceEvent	edas#hasEmail -> edas#string, edas#hasLastName -> edas#string, edas#hasFirstName -> edas#string, edas#hasBiography -> edas#string	sigkdd#Person	 	sigkdd#Speaker, sigkdd#Listener, sigkdd#Organizator	sigkdd#can_stay_in -> sigkdd#Place, sigkdd#payed_by -> sigkdd#Registration_fee, sigkdd#can_stay_in -> sigkdd#Hotel, sigkdd#pay -> sigkdd#Registration_fee	sigkdd#E-mail -> sigkdd#string, sigkdd#Name -> sigkdd#string, sigkdd#Nation -> sigkdd#string	1.6395091389386263
conference#Abstract	conference#Abstract -> conference#Extended_abstract -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	 	conference#is_the_1th_part_of -> conference#Presentation, conference#has_an_abstract -> conference#Poster, conference#has_an_abstract -> conference#Presentation, conference#is_the_1th_part_of -> conference#Poster, conference#is_the_1th_part_of -> conference#Paper, conference#has_an_abstract -> conference#Paper	 	ekaw#Abstract	ekaw#Abstract -> ekaw#Document	 	ekaw#paperPresentedAs -> ekaw#Individual_Presentation, ekaw#presentationOfPaper -> ekaw#Individual_Presentation	 	1.6336255708282865
iasted#Author	iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	iasted#Author_book_proceedings_included, iasted#Lecturer, iasted#Author_cd_proceedings_included, iasted#Plenary_lecture_speaker, iasted#Tutorial_speaker	iasted#give -> iasted#Brief_introduction_for_Session_chair, iasted#prepare -> iasted#Transparency, iasted#is_given_by -> iasted#Brief_introduction_for_Session_chair	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	sigkdd#Author_of_paper, sigkdd#Author_of_paper_student	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper, sigkdd#notification_until -> sigkdd#Deadline_Author_notification, sigkdd#notification_until -> sigkdd#Deadline_Author_notification	 	1.619224716485237
iasted#Deadline	iasted#Deadline -> iasted#Time	iasted#Submissions_deadline, iasted#Deadline_for_notification_of_acceptance, iasted#Registation_deadline, iasted#Camera_ready_manuscript_deadline, iasted#Deadline_hotel_reservation	iasted#is_designed_for -> iasted#Delegate	iasted#done_till -> iasted#date	sigkdd#Deadline	 	sigkdd#Deadline_Paper_Submission, sigkdd#Deadline_Abstract_Submission, sigkdd#Deadline_Author_notification	sigkdd#designed_by -> sigkdd#ACM_SIGKDD, sigkdd#design -> sigkdd#ACM_SIGKDD, sigkdd#submit_until -> sigkdd#Document, sigkdd#design -> sigkdd#ACM_SIGKDD	sigkdd#Date -> sigkdd#dateTime	1.6191792636163962
conference#Person	 	conference#Committee_member, conference#Conference_participant, conference#Reviewer, conference#Conference_contributor, conference#Conference_applicant, conference#Track-workshop_chair	conference#has_authors -> conference#Conference_document, conference#contributes -> conference#Conference_document	conference#has_the_first_name -> conference#string, conference#has_an_email -> conference#string, conference#has_the_last_name -> conference#string	confOf#Person	 	confOf#Member_PC, confOf#Participant, confOf#Author, confOf#Scholar, confOf#Chair_PC, confOf#Administrator, confOf#Assistant	confOf#hasCountry -> confOf#Country, confOf#hasCity -> confOf#City, confOf#hasCity -> confOf#City, confOf#employedBy -> confOf#Organization, confOf#employedBy -> confOf#Organization	confOf#hasHomePage -> confOf#string, confOf#hasSurname -> confOf#string, confOf#hasEmail -> confOf#string, confOf#hasPhone -> confOf#string, confOf#hasFax -> confOf#string, confOf#hasPostalCode -> confOf#string, confOf#hasFirstName -> confOf#string, confOf#hasStreet -> confOf#string	1.6013587057994898
cmt#Conference	 	 	cmt#paperAssignmentToolsRunBy -> cmt#Administrator, cmt#enterReviewCriteria -> cmt#Administrator, cmt#runPaperAssignmentTools -> cmt#Administrator, cmt#hasConferenceMember -> cmt#ConferenceMember, cmt#enableVirtualMeeting -> cmt#Administrator, cmt#virtualMeetingEnabledBy -> cmt#Administrator, cmt#detailsEnteredBy -> cmt#Administrator, cmt#reviewCriteriaEnteredBy -> cmt#Administrator, cmt#printHardcopyMailingManifests -> cmt#Administrator, cmt#enterConferenceDetails -> cmt#Administrator, cmt#reviewerBiddingStartedBy -> cmt#Administrator, cmt#hardcopyMailingManifestsPrintedBy -> cmt#Administrator, cmt#paperAssignmentFinalizedBy -> cmt#Administrator, cmt#startReviewerBidding -> cmt#Administrator, cmt#finalizePaperAssignment -> cmt#Administrator, cmt#memberOfConference -> cmt#ConferenceMember	cmt#siteURL -> cmt#anyURI, cmt#acceptsHardcopySubmissions -> cmt#boolean, cmt#logoURL -> cmt#anyURI, cmt#reviewsPerPaper -> cmt#int, cmt#name -> cmt#string, cmt#date -> cmt#date	edas#Conference	 	 	edas#hasRelatedDocument -> edas#Document, edas#isMemberOf -> edas#Person, edas#isTopicOf -> edas#Topic, edas#relatesTo -> edas#Document, edas#hasTopic -> edas#Topic, edas#hasMember -> edas#Person, edas#hasCountry -> edas#Country	edas#paperDueOn -> edas#dateTime, edas#registrationDueOn -> edas#dateTime, edas#endDate -> edas#dateTime, edas#startDate -> edas#dateTime, edas#manuscriptDueOn -> edas#dateTime, edas#hasName -> edas#string	1.600705915801638
