VeeAlign (max_path=1, max_pathlen=1, threshold=2.)	0.46857124	0.68406148	0.55605541	0.62633528	0.50002309	Optimum threshold 0.901, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=1, threshold=2.)	0.76795666	0.98461538	0.86252604	0.93172967	0.80311907	Optimum threshold 0.845, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=1, threshold=2.)	0.36994949	0.62857143	0.46071846	0.54573135	0.40110168	Optimum threshold 0.587, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=1, threshold=2.)	0.74232737	0.98461538	0.84418042	0.92227819	0.77963899	Optimum threshold 0.79, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=1, threshold=2.)	0.76795666	0.98461538	0.86252604	0.93172967	0.80311907	Optimum threshold 0.854, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=2, threshold=N/A)	0.73717373	0.69417965	0.70634212	0.69711607	0.7221453	Optimum threshold 0.899, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=2, threshold=N/A)	0.73717373	0.69417965	0.70634212	0.69711607	0.7221453	Optimum threshold 0.899, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.93333333	0.34761905	0.49269841	0.39340502	0.67192982	Optimum threshold 0.981, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.91666667	0.39285714	0.54444444	0.44175627	0.71491228	Optimum threshold 0.991, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.75880633	0.98461538	0.85688088	0.92913804	0.79517806	Optimum threshold 0.836, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.79063959	0.95494505	0.86393997	0.91599368	0.81820265	Optimum threshold 0.92, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.40029411	0.69186042	0.50701738	0.60373644	0.43708027	Optimum threshold 0.867, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.55873016	0.62380952	0.58807692	0.60861184	0.56982356	Optimum threshold 0.673, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.68	0.5	0.57333333	0.52640693	0.63198653	Optimum threshold 0.801, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.93333333	0.34761905	0.49269841	0.39340502	0.67192982	Optimum threshold 0.986, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.51785549	0.92417582	0.66100113	0.79578016	0.56665496	Optimum threshold 0.655, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.39723927	0.68453504	0.50259943	0.597883	0.43358185	Optimum threshold 0.869, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.51762963	0.90879121	0.65683667	0.78660887	0.56523113	Optimum threshold 0.664, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.93386053	0.87006028	0.90083218	0.88211327	0.92036276	Optimum threshold 0.833, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.73332872	0.72587953	0.72268233	0.72298326	0.72729457	Optimum threshold 0.893, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.91666667	0.39285714	0.54444444	0.44175627	0.71491228	Optimum threshold 0.986, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.93333333	0.33333333	0.46862915	0.37584827	0.64291889	Optimum threshold 0.97, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.55111111	0.62380952	0.57790553	0.60257175	0.55999351	Optimum threshold 0.648, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.72289788	0.72223564	0.715767	0.71798207	0.71838773	Optimum threshold 0.892, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.87531486	0.93101139	0.90230445	0.91931217	0.8859146	Optimum threshold 0.771, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.94985251	0.86269257	0.9041769	0.87882096	0.93103947	Optimum threshold 0.845, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.59771645	0.89340659	0.71446924	0.81138126	0.63924466	Optimum threshold 0.72, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.56383437	0.92417582	0.69866489	0.81771726	0.61078083	Optimum threshold 0.699, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.37399111	0.72208059	0.49261841	0.60858632	0.41384123	Optimum threshold 0.848, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.9147651	0.91292699	0.91384512	0.91329402	0.91439689	Optimum threshold 0.799, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=N/A)	0.37691497	0.7230562	0.49496412	0.61017995	0.41661186	Optimum threshold 0.844, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.47422414	0.65188179	0.54865466	0.60610809	0.50137649	Optimum threshold 0.916, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.35181624	0.65714286	0.45584541	0.55715694	0.38689639	Optimum threshold 0.517, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.47435143	0.65967361	0.55165202	0.61167479	0.50248439	Optimum threshold 0.916, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.455	0.62380952	0.5209052	0.57630934	0.47834747	Optimum threshold 0.581, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.35342158	0.62380952	0.44918768	0.53893002	0.38610906	Optimum threshold 0.563, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.46812935	0.69478488	0.55922339	0.63330911	0.50073758	Optimum threshold 0.9, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.77418215	0.96923077	0.86012867	0.92220886	0.80629719	Optimum threshold 0.872, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.78236928	0.96923077	0.8654317	0.92473138	0.81353233	Optimum threshold 0.857, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.77197626	0.95494505	0.85281684	0.91098359	0.80223215	Optimum threshold 0.899, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.56666667	0.5952381	0.57992674	0.58883769	0.57175178	Optimum threshold 0.634, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.473966	0.66747493	0.55415281	0.61694007	0.50306073	Optimum threshold 0.91, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=3, threshold=2.)	0.76795666	0.98461538	0.86252604	0.93172967	0.80311907	Optimum threshold 0.823, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.78328665	0.96923077	0.86527479	0.92444827	0.81393035	Optimum threshold 0.857, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.64333333	0.53333333	0.57762238	0.54932809	0.61331319	Optimum threshold 0.704, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.59218285	0.89340659	0.71026503	0.80910927	0.63406523	Optimum threshold 0.687, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.88333333	0.34761905	0.47936508	0.38943676	0.64162679	Optimum threshold 0.986, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.67904762	0.53333333	0.58993007	0.55324514	0.63791213	Optimum threshold 0.792, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.92956764	0.89283322	0.9108302	0.89994599	0.92198091	Optimum threshold 0.825, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.52222222	0.62380952	0.56666667	0.59908033	0.53877224	Optimum threshold 0.632, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.35794708	0.72793069	0.47964975	0.60290133	0.39835618	Optimum threshold 0.839, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.60666667	0.90879121	0.72682751	0.82572581	0.64952195	Optimum threshold 0.718, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.94369209	0.88680509	0.91436464	0.89762712	0.93173821	Optimum threshold 0.823, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.64106194	0.89340659	0.74530104	0.82717047	0.67887095	Optimum threshold 0.752, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.39719197	0.69868376	0.50624844	0.60635853	0.43462025	Optimum threshold 0.864, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.73912047	0.69751989	0.71051369	0.7011002	0.72545737	Optimum threshold 0.902, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.93333333	0.34761905	0.49269841	0.39340502	0.67192982	Optimum threshold 0.982, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.60428571	0.46666667	0.52155844	0.48636084	0.56639882	Optimum threshold 0.813, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.50324302	0.92417582	0.64684922	0.78639771	0.55174072	Optimum threshold 0.61, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.37516837	0.72646965	0.49468759	0.61173453	0.41529315	Optimum threshold 0.842, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.97316496	0.82585399	0.89347826	0.85163697	0.93964335	Optimum threshold 0.872, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.35373656	0.75768204	0.48189172	0.61626415	0.39580988	Optimum threshold 0.825, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.9408796	0.87407904	0.90625	0.88666938	0.92671496	Optimum threshold 0.819, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=N/A)	0.72945665	0.6949733	0.70492115	0.69739858	0.71761569	Optimum threshold 0.896, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.49080996	0.62603881	0.5498468	0.59302747	0.51276932	Optimum threshold 0.937, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.45050505	0.62857143	0.52412698	0.58188433	0.47721904	Optimum threshold 0.569, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.76795666	0.98461538	0.86252604	0.93172967	0.80311907	Optimum threshold 0.85, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.77418215	0.96923077	0.86012867	0.92220886	0.80629719	Optimum threshold 0.89, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.49057694	0.62896327	0.55084243	0.59506912	0.51296592	Optimum threshold 0.939, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.4652739	0.68844104	0.5551093	0.62802649	0.49745505	Optimum threshold 0.898, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.44865212	0.70891935	0.54931959	0.63501227	0.48411595	Optimum threshold 0.887, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.45777778	0.62857143	0.52935574	0.58458339	0.48389405	Optimum threshold 0.565, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.7753096	0.97032967	0.86119122	0.92327508	0.80739137	Optimum threshold 0.888, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=4, threshold=2.)	0.77751548	0.98461538	0.86850305	0.93450034	0.81145641	Optimum threshold 0.856, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.93333333	0.34761905	0.49269841	0.39340502	0.67192982	Optimum threshold 0.982, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.39331704	0.70696576	0.50514541	0.60938715	0.43150023	Optimum threshold 0.859, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.91082369	0.89618218	0.90344362	0.89907271	0.90785724	Optimum threshold 0.818, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.91408935	0.89082384	0.90230665	0.89538172	0.90933953	Optimum threshold 0.827, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.57904762	0.53333333	0.55314685	0.54058758	0.5678879	Optimum threshold 0.687, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.51136654	0.92417582	0.65472039	0.79171294	0.56000765	Optimum threshold 0.613, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.93333333	0.34761905	0.49269841	0.39340502	0.67192982	Optimum threshold 0.981, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.91666667	0.39285714	0.54444444	0.44175627	0.71491228	Optimum threshold 0.988, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.76014706	0.96923077	0.8504317	0.91736038	0.79359878	Optimum threshold 0.889, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.38730598	0.69429945	0.49699088	0.59901489	0.4247828	Optimum threshold 0.86, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.69070586	0.73675322	0.70561539	0.72199804	0.69497404	Optimum threshold 0.879, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.59904762	0.53333333	0.56223776	0.54403586	0.58327251	Optimum threshold 0.753, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.50180057	0.92417582	0.64869407	0.78905705	0.5515873	Optimum threshold 0.638, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.64333333	0.5	0.55002775	0.51681502	0.59791306	Optimum threshold 0.814, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.91666667	0.39285714	0.54444444	0.44175627	0.71491228	Optimum threshold 0.989, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.73300115	0.69687806	0.70788109	0.6997488	0.72101572	Optimum threshold 0.896, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.67	0.5	0.57151515	0.52616062	0.62639213	Optimum threshold 0.814, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.37836784	0.73232212	0.49876784	0.6166865	0.41878986	Optimum threshold 0.848, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=N/A)	0.3687903	0.73378078	0.49073631	0.61236506	0.40948066	Optimum threshold 0.836, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.47564495	0.6611394	0.55305028	0.61312088	0.50382186	Optimum threshold 0.918, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.76947626	0.94065934	0.84500075	0.89944212	0.79772765	Optimum threshold 0.869, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.81666667	0.36666667	0.48946609	0.40689815	0.62657005	Optimum threshold 0.906, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.51650794	0.53333333	0.52144522	0.52767451	0.51770092	Optimum threshold 0.641, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.58	0.52857143	0.54787879	0.5350301	0.56526807	Optimum threshold 0.67, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.49585045	0.61921073	0.55041942	0.58963326	0.51627637	Optimum threshold 0.949, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.46095238	0.62380952	0.52493451	0.57825826	0.48371383	Optimum threshold 0.584, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.46330271	0.68649101	0.5530296	0.62597204	0.49542835	Optimum threshold 0.899, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.77418215	0.96923077	0.86012867	0.92220886	0.80629719	Optimum threshold 0.876, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=5, threshold=2.)	0.4562051	0.69234704	0.54975143	0.62715714	0.48949157	Optimum threshold 0.892, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.36548234	0.74694558	0.4906568	0.61775508	0.40700325	Optimum threshold 0.829, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.91666667	0.39285714	0.54444444	0.44175627	0.71491228	Optimum threshold 0.987, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.3911573	0.71038039	0.50443541	0.6106136	0.4297524	Optimum threshold 0.862, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.5372932	0.92417582	0.67706093	0.80527473	0.58534458	Optimum threshold 0.653, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.62428571	0.5	0.55246753	0.51923421	0.59252969	Optimum threshold 0.706, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.58917749	0.90879121	0.71409174	0.8190805	0.63339739	Optimum threshold 0.715, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.595	0.56666667	0.57559774	0.56895847	0.58597797	Optimum threshold 0.686, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.61928571	0.53333333	0.56363636	0.54316502	0.59289863	Optimum threshold 0.725, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.34512376	0.75719898	0.47393478	0.61095433	0.38720446	Optimum threshold 0.822, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.74045524	0.69475791	0.70918481	0.69881155	0.72551133	Optimum threshold 0.901, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.56571429	0.53333333	0.5444289	0.53672543	0.55575666	Optimum threshold 0.724, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.91666667	0.39285714	0.54444444	0.44175627	0.71491228	Optimum threshold 0.99, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.36253718	0.73574743	0.48537076	0.60967164	0.40333686	Optimum threshold 0.839, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=N/A)	0.73373475	0.71377275	0.71692393	0.71351774	0.72517881	Optimum threshold 0.892, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=2.)	0.47454207	0.66455759	0.55350131	0.61510742	0.5032289	Optimum threshold 0.913, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=2.)	0.77751548	0.98461538	0.86850305	0.93450034	0.81145641	Optimum threshold 0.838, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=2.)	0.46558874	0.67966886	0.55235155	0.62218224	0.49676629	Optimum threshold 0.9, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=2.)	0.42209402	0.62857143	0.50285714	0.57047523	0.45078391	Optimum threshold 0.552, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=2.)	0.46923521	0.5952381	0.52029915	0.5612731	0.48765241	Optimum threshold 0.601, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=2.)	0.77751548	0.98461538	0.86850305	0.93450034	0.81145641	Optimum threshold 0.809, Dot product of node with neighbours, softmax, weighted average
VeeAlign (max_path=1, max_pathlen=6, threshold=2.)	0.45970392	0.7055154	0.55631238	0.63699313	0.4939736	Optimum threshold 0.885, Dot product of node with neighbours, softmax, weighted average
